1308 Compositions 

alloy     Elastic Modulus, GPa
===============================
Cu80Hf20 142.458023669088
Pd80Cu20 108.977105141489
Pd60Cu40 106.179099555194
Cu60Pd40 103.721742867745
Cu80Pd20 101.5961344632
Zr80Cu20 76.5557012779523
Zr60Cu40 76.3362358749939
Cu60Zr40 76.2616901683292
Cu80Zr20 76.3098870624622
W80Cu20 126.382024058588
W60Cu40 124.302351057888
Cu60W40 122.152998115573
Cu80W20 120.048235466865
Ag80Cu20 114.244232280488
Ag60Cu40 110.100572936502
Cu60Ag40 106.348326092993
Cu80Ag20 103.047800903941
Al80Zn20 77.1180966795369
Al60Zn40 74.5501271310305
Zn60Al40 72.4055424205253
Zn80Al20 70.6528532687137
Zr80Zn20 47.1270888944444
Zr60Zn40 46.9664649493994
Zn60Zr40 46.9805701485967
Zn80Zr20 47.1636850846278
Pd80Zn20 61.1773635125305
Pd60Zn40 60.5831279352625
Zn60Pd40 60.2699137818038
Zn80Pd20 60.2116942288588
Zr80Zn20 73.6193246141027
Zr60Zn40 72.5169072416746
Zn60Zr40 71.59337187269
